symbol
TBB
AAON
AIR
ABT
ABBV
ASO
ACAD
ACIW
ADUS
ADMA
ADBE
ADT
AMD
ACM
MGR
AMG
AGNCM
AGNC
ADC
AL
AKAM
ALG
ALRM
ALK
AIN
ALGN
ALKS
ALGM
ARLP
ALL
ALLY
ALNY
GOOGL
GOOG
MO
AMZN
AMBA
AXP
AHR
AIG
AMT
AMP
ABCB
AME
AMGN
AMKR
AMRX
AMPH
APH
NLY
APLS
APG
APO
APPF
APP
ATR
APTV
ARCB
ACGLN
ACGL
AROC
ACA
ARCC
ARES
ANET
AWI
AJG
ABG
AIZ
AGO
ALAB
ASTH
T
ATI
AUB
ADSK
AN
AVPT
AVY
AVNT
EQH
AXTA
ACLS
AXS
AXON
AX
BKR
BCPC
TBBK
BK
BANR
B
BBWI
BDC
BSY
BRK.A
BRK.B
BGC
BILL
BIO.B
BIO
BIIB
BMRN
BLKB
BLK
BXSL
OWL
BA
BKNG
BOOT
BSX
BOX
BRZE
BFAM
BTSG
BRX
BR
BNL
BAM
BRKR
BLDR
BG
BUR
BURL
BWXT
CDNS
CRC
CWT
CALX
CP
CTRE
CARG
CSL
CG
CCL
CUK
CPRX
CBZ
CDW
CLS
CELH
CNP
SCHW
GTLS
CHE
LNG
CPK
CVX
CB
CHDN
CMPR
CINF
CNK
CTAS
CRUS
C
CLH
YOU
CWEN.A
CWEN
CMS
KO
CDE
CL
CMCSA
CNMD
COP
CEG
CSTM
CDP
CNM
CPAY
CTVA
CSGP
COST
CTRA
CPNG
CUZ
CR
CRDO
CRH
CRTO
CCK
CSX
CW
DTB
DHR
DAR
DDOG
DECK
DELL
DAL
DVN
DXCM
FANG
DOCN
DIOD
DLTR
DASH
DORM
DV
DOV
DKNG
DTE
DUOL
BROS
DY
ELF
EWBC
ETN
EIX
EW
ESTC
ESI
ELV
LLY
EME
ACT
ENB
EHC
ET
ENVA
ENPH
NPO
ENSG
ENTG
ETR
EPD
EOG
EPAM
PLUS
EFX
EQIX
ERIE
ESAB
ESNT
EPRT
WTRG
EEFT
EVR
EVRG
ES
EVTC
EXEL
EXPO
XPRO
XOM
FNB
FN
FBK
FRT
FSS
FDX
FAF
FBP
FCNCA
FHN
FRME
FSLR
FCFS
FE
FISV
FIVE
FIVN
FLEX
FLS
FLR
FLUT
FLYW
FORM
FTV
FCPT
FELE
FCX
FRPT
FRSH
FTDR
FTAI
FCN
GLPI
IT
GTES
GATX
GEV
GEN
GNRC
GD
GE
GM
GNTX
ROCK
GTLB
GPN
GL
GDDY
GS
GSHD
LOPE
GVA
GPK
GPI
GPOR
FUL
HASI
HAE
HAL
HALO
HWC
THG
HRMY
HIG
HCA
DOC
HL
HTGC
HESM
HPK
HGV
HIMS
HNI
HOMB
HD
HON
HST
HHH
HWM
HUBB
HUBS
HII
ICFI
ICUI
IDXX
IRT
IR
INGR
IOSP
NSP
INSP
IBP
PODD
INTA
ITGR
IPAR
IBKR
ICE
IDCC
INSW
INTU
ISRG
INVH
IOVA
IPGP
IQV
IRDM
IRM
ITRI
ITT
JAZZ
JBHT
JEF
JPM
KAI
KBR
KMPR
KDP
KEY
KEX
KRG
KKR
KLAC
KNX
KTB
KTOS
KRYS
LHX
LH
LRCX
LNTH
LVS
LSCC
LAUR
LAZ
LDOS
LEN
LEN.B
LBRT
FWONK
LTH
LECO
LIN
LAD
LYV
LKQ
LPX
LPLA
LULU
LITE
MSGS
MANH
MPC
MLM
MRVL
MTZ
MA
MTDR
MTCH
MTRN
MATX
MAT
MCD
MGRC
MCK
MDU
MEDP
MELI
MBIN
MRK
MCY
MMSI
META
MET
MTG
MGM
MCHP
MU
MSFT
MIDD
MIR
MCW
MKSI
MDLZ
MPWR
MNST
MCO
MORN
MSI
MPLX
MSA
MSCI
MUR
MUSA
NDAQ
NHI
NCNO
VYX
NFLX
NBIX
NFE
NMRK
NEM
NWSA
NWS
NXST
NEE
NKE
NI
NMIH
NE
NOG
NOV
NOVT
NU
NUE
NVT
NVDA
NXPI
ORLY
OII
OFG
ONB
ORI
OLLI
ASGN
OMF
ONTO
OTEX
OPCH
OGN
OSIS
OUT
OVV
PPL
PANW
PLMR
PH
PSN
PATK
PCTY
PAYO
BTU
PENN
PFSI
PAG
PNR
PEN
PR
PCG
PM
PSX
PNFP
PINS
PIPR
PAGP
PLNT
BPOP
POR
POWI
PPG
PBH
PRIM
PRVA
PCOR
PRGS
PGR
PLD
PB
PFS
PTCT
PSA
PHM
PSTG
QTWO
KWR
PWR
RDNT
RL
RMBS
RBA
RRR
RDDT
RRX
REG
REGN
RGA
RZB
RZC
RS
RELY
RNR
RGEN
RMD
QSR
RVTY
REXR
RITM
ROP
ROST
RCL
RGLD
RPRX
RUSHA
RUSHB
SPGI
SAIA
CRM
IOT
SBAC
SLB
SEM
SREA
SRE
SMTC
SXT
SCI
NOW
SHW
FOUR
SIG
SLGN
SSD
SITE
SKYW
SLM
SM
SNOW
SHC
SSB
SO
SWX
SPSC
SPXC
SSNC
SXI
STWD
STEP
STRL
STC
SFB
SF
STRA
SYK
SUI
SMCI
SGRY
SLVM
SYNA
SNX
TMUS
TPR
TRGP
FTI
TGLS
TDY
THC
TDC
TER
TRNO
TPL
TXT
TGTX
BCO
CI
TMO
TDW
TJX
TKO
BLD
TTD
TW
TMDX
TRU
TNL
TPH
TRMB
TNET
TRN
TTMI
TYL
UBER
UFPT
PATH
UMBF
UAL
PRKS
UTHR
UNH
OLED
UFPI
UNM
UE
USFD
VAL
VLO
VLY
VEEV
VTR
VCYT
VLTO
VCEL
VRRM
VERX
VRTX
VRT
VSAT
VICI
VCTR
VC
VST
VOYA
VMC
WRB
WMT
WCN
WFRD
WBS
WELL
WCC
WST
WAL
WDC
WY
WTW
WDAY
WSFS
WH
WYNN
XEL
XPO
XYL
YUMC
ZBRA
ZG
Z
ZTS
