symbol
AAON
AIR
ASO
ACAD
ACIW
ADUS
ADMA
ADT
MGR
AMG
AGNCM
AGNC
ADC
AL
ALG
ALRM
ALK
AIN
ALKS
ALGM
ARLP
AMBA
AHR
ABCB
AMKR
AMRX
AMPH
APLS
APG
APPF
ARCB
AROC
ACA
AWI
ABG
AGO
ALAB
ASTH
ATI
AUB
AN
AVPT
AVNT
AXTA
ACLS
AXS
AX
BCPC
TBBK
BANR
B
BBWI
BDC
BGC
BILL
BIO.B
BIO
BLKB
BXSL
OWL
BOOT
BOX
BRZE
BFAM
BTSG
BRX
BNL
BUR
BWXT
CRC
CWT
CALX
CTRE
CARG
CUK
CPRX
CBZ
CLS
CELH
GTLS
CHE
CPK
CMPR
CNK
CRUS
YOU
CWEN.A
CWEN
CDE
CNMD
CSTM
CDP
CNM
CUZ
CR
CRDO
CRTO
DAR
DOCN
DIOD
DORM
DV
DUOL
BROS
DY
ELF
ESI
ACT
EHC
ENVA
NPO
ENSG
PLUS
ESAB
ESNT
EPRT
EEFT
EVR
EVTC
EXEL
EXPO
XPRO
FNB
FN
FBK
FRT
FSS
FAF
FBP
FHN
FRME
FCFS
FIVE
FIVN
FLS
FLR
FLYW
FORM
FCPT
FELE
FRPT
FRSH
FTDR
FCN
GTES
GATX
GNRC
GNTX
ROCK
GTLB
GL
GSHD
LOPE
GVA
GPK
GPI
GPOR
FUL
HASI
HAE
HALO
HWC
THG
HRMY
HL
HTGC
HESM
HPK
HGV
HIMS
HNI
HOMB
HHH
ICFI
ICUI
IRT
INGR
IOSP
NSP
INSP
IBP
INTA
ITGR
IPAR
IDCC
INSW
IOVA
IPGP
IRDM
ITRI
JAZZ
KAI
KBR
KMPR
KEX
KRG
KNX
KTB
KTOS
KRYS
LNTH
LSCC
LAUR
LAZ
LBRT
LTH
LAD
LPX
LITE
MSGS
MTZ
MTDR
MTCH
MTRN
MATX
MAT
MGRC
MDU
MBIN
MCY
MMSI
MTG
MIDD
MIR
MCW
MKSI
MSA
MUR
NHI
NCNO
VYX
NFE
NMRK
NXST
NMIH
NE
NOG
NOV
NOVT
OII
OFG
ONB
ORI
OLLI
ASGN
OMF
OTEX
OPCH
OGN
OSIS
OUT
PLMR
PATK
PCTY
PAYO
BTU
PENN
PFSI
PEN
PNFP
PIPR
PAGP
PLNT
BPOP
POR
POWI
PBH
PRIM
PRVA
PCOR
PRGS
PB
PFS
PTCT
QTWO
KWR
RDNT
RMBS
RRR
RDDT
RELY
RGEN
RITM
RGLD
RUSHA
RUSHB
SAIA
IOT
SEM
SMTC
SXT
FOUR
SIG
SLGN
SSD
SITE
SKYW
SLM
SM
SHC
SSB
SWX
SPSC
SPXC
SXI
STWD
STEP
STRL
STC
SFB
SF
STRA
SGRY
SLVM
SYNA
TPR
TGLS
TDC
TRNO
TGTX
BCO
TDW
TKO
TMDX
TNL
TPH
TNET
TRN
TTMI
UFPT
PATH
UMBF
PRKS
OLED
UFPI
UE
VAL
VLY
VCYT
VCEL
VRRM
VERX
VSAT
VCTR
VC
VOYA
WFRD
WBS
WCC
WAL
WSFS
WH
WYNN
