symbol,symbol_clean,price,pullback_pct,ema_200,volar,relative_strength,performance,rs_percentile,rank,rs_h,vol_h,perf_h,rs_up,rs_bars,rank_status,rank_diff,rank_delta
ALLE,ALLE,165.53,7.19,147.24,19.16,-0.0937,31.48,47,189,"[19, 20, 44, 44, 47]","[1.96, 2.32, 19.27, 19.16, 19.16]","[3.37, 3.99, 31.65, 31.48, 31.48]",False,"[4.3, 4.4, 7.3, 7.3, 7.6]",down,-166,-166.0
HII,HII,330.81,26.78,322.43,11.75,-0.0983,30.81,47,190,[47],[11.75],[30.81],False,[7.6],new,0,
ITW,ITW,294.52,0.94,262.87,22.49,-0.0992,30.69,46,191,[46],[22.49],[30.69],False,[7.5],new,0,
WRB,WRB,70.82,7.35,68.79,21.58,-0.1004,30.51,46,192,[46],[21.58],[30.51],False,[7.5],new,0,
HON,HON,242.93,6.1,228.68,18.87,-0.1018,30.29,46,193,[46],[18.87],[30.29],False,[7.5],new,0,
SW,SW,47.59,7.15,42.49,11.47,-0.1028,30.16,45,194,[45],[11.47],[30.16],False,[7.4],new,0,
HSIC,HSIC,88.08,1.69,77.78,17.34,-0.1057,29.74,45,195,[45],[17.34],[29.74],False,[7.4],new,0,
XYZ,XYZ,78.98,6.69,70.77,9.13,-0.1088,29.28,45,196,[45],[9.13],[29.28],False,[7.4],new,0,
UNP,UNP,292.24,4.91,257.82,20.05,-0.1099,29.12,45,197,[45],[20.05],[29.12],False,[7.4],new,0,
SLB,SLB,53.2,8.29,47.36,12.36,-0.1173,28.05,44,198,[44],[12.36],[28.05],False,[7.3],new,0,
DVA,DVA,183.69,23.77,175.15,11.23,-0.1184,27.89,44,199,[44],[11.23],[27.89],False,[7.3],new,0,
WTW,WTW,343.01,1.02,293.89,16.97,-0.1221,27.36,44,200,[44],[16.97],[27.36],False,[7.3],new,0,
MSFT,MSFT,506.06,6.05,425.48,14.53,-0.129,26.35,44,201,[44],[14.53],[26.35],False,[7.3],new,0,
J,J,147.33,9.67,131.08,14.53,-0.1293,26.31,43,202,[43],[14.53],[26.31],False,[7.2],new,0,
AFL,AFL,121.94,5.87,114.29,20.74,-0.1341,25.61,43,203,"[54, 51, 38, 41, 43]","[25.27, 23.23, 21.22, 20.74, 20.74]","[26.44, 24.43, 26.18, 25.61, 25.61]",False,"[8.5, 8.1, 6.6, 6.9, 7.2]",down,-179,-179.0
IEX,IEX,233.27,1.94,204.04,15.36,-0.1349,25.5,43,204,[43],[15.36],[25.5],False,[7.2],new,0,
PNW,PNW,99.23,8.45,97.45,23.23,-0.1373,25.16,42,205,[42],[23.23],[25.16],False,[7.0],new,0,
MA,MA,563.17,5.39,526.33,18.04,-0.1379,25.07,42,206,[42],[18.04],[25.07],False,[7.0],new,0,
PRU,PRU,122.11,1.47,105.87,15.34,-0.1426,24.39,42,207,[42],[15.34],[24.39],False,[7.0],new,0,
IDXX,IDXX,595.76,22.29,584.85,10.18,-0.1443,24.13,42,208,[42],[10.18],[24.13],False,[7.0],new,0,
PLD,PLD,138.76,7.53,134.14,14.47,-0.1482,23.57,41,209,[41],[14.47],[23.57],False,[6.9],new,0,
GEN,GEN,29.29,7.15,24.74,11.84,-0.1487,23.5,41,210,[41],[11.84],[23.5],False,[6.9],new,0,
WAT,WAT,411.77,0.19,352.86,9.76,-0.1487,23.5,41,211,[41],[9.76],[23.5],False,[6.9],new,0,
BG,BG,112.65,14.28,110.5,12.28,-0.1489,23.46,40,212,[40],[12.28],[23.46],False,[6.8],new,0,
ORLY,ORLY,92.23,14.46,91.75,16.1,-0.1493,23.4,40,213,[40],[16.1],[23.4],False,[6.8],new,0,
MRK,MRK,130.92,0.68,112.66,13.53,-0.1504,23.25,40,214,[40],[13.53],[23.25],False,[6.8],new,0,
DOV,DOV,210.1,9.52,206.8,13.8,-0.1516,23.07,40,215,[40],[13.8],[23.07],False,[6.8],new,0,
DXCM,DXCM,87.65,0.0,71.01,8.69,-0.1523,22.98,39,216,[39],[8.69],[22.98],False,[6.7],new,0,
DIS,DIS,103.18,11.93,102.46,13.02,-0.1532,22.85,39,217,[39],[13.02],[22.85],False,[6.7],new,0,
ECL,ECL,284.4,7.27,268.99,17.31,-0.1565,22.36,39,218,[39],[17.31],[22.36],False,[6.7],new,0,
WST,WST,352.13,3.66,297.33,7.34,-0.1594,21.94,38,219,[38],[7.34],[21.94],False,[6.6],new,0,
TGT,TGT,152.02,0.0,120.67,9.54,-0.1612,21.69,38,220,[38],[9.54],[21.69],False,[6.6],new,0,
KIM,KIM,24.11,8.6,23.11,16.1,-0.164,21.28,38,221,[38],[16.1],[21.28],False,[6.6],new,0,
FTV,FTV,61.75,3.65,57.83,12.56,-0.1662,20.96,38,222,[38],[12.56],[20.96],False,[6.6],new,0,
ES,ES,71.17,5.6,69.09,13.23,-0.1707,20.3,37,223,[37],[13.23],[20.3],False,[6.4],new,0,
TROW,TROW,113.77,6.5,103.22,11.87,-0.1712,20.23,37,224,[37],[11.87],[20.23],False,[6.4],new,0,
FE,FE,46.76,8.09,46.13,17.51,-0.1718,20.15,37,225,[37],[17.51],[20.15],False,[6.4],new,0,
SWK,SWK,102.64,1.2,80.3,7.81,-0.1721,20.1,36,226,[36],[7.81],[20.1],False,[6.3],new,0,
IRM,IRM,121.56,8.64,111.76,9.25,-0.1789,19.12,36,227,[36],[9.25],[19.12],False,[6.3],new,0,
APD,APD,308.18,1.91,282.64,11.22,-0.184,18.37,36,228,"[24, 27, 33, 38, 36]","[3.88, 4.73, 10.64, 11.22, 11.22]","[6.53, 7.96, 17.41, 18.37, 18.37]",False,"[4.9, 5.2, 6.0, 6.6, 6.3]",down,-203,-203.0
COP,COP,123.03,7.37,109.74,9.05,-0.1847,18.27,36,229,[36],[9.05],[18.27],False,[6.3],new,0,
AKAM,AKAM,117.65,26.99,110.17,5.76,-0.1856,18.15,35,230,"[36, 36, 35]","[5.84, 5.76, 5.76]","[18.41, 18.15, 18.15]",False,"[6.3, 6.3, 6.2]",down,-204,-204.0
ZBRA,ZBRA,378.08,0.0,261.03,6.22,-0.1864,18.02,35,231,[35],[6.22],[18.02],False,[6.2],new,0,
EOG,EOG,142.22,4.35,128.03,9.84,-0.1869,17.95,35,232,[35],[9.84],[17.95],False,[6.2],new,0,
REG,REG,76.11,7.95,75.6,15.97,-0.187,17.95,34,233,[34],[15.97],[17.95],False,[6.1],new,0,
SYY,SYY,83.87,6.69,78.35,11.7,-0.188,17.8,34,234,[34],[11.7],[17.8],False,[6.1],new,0,
MDT,MDT,89.41,13.03,85.59,12.4,-0.1902,17.48,34,235,[34],[12.4],[17.48],False,[6.1],new,0,
NWS,NWS,32.5,6.96,30.09,10.89,-0.1918,17.25,34,236,[34],[10.89],[17.25],False,[6.1],new,0,
BX,BX,141.66,21.87,128.45,7.28,-0.1927,17.11,33,237,[33],[7.28],[17.11],False,[6.0],new,0,
OKE,OKE,90.34,4.01,83.37,9.25,-0.1929,17.09,33,238,[33],[9.25],[17.09],False,[6.0],new,0,
MGM,MGM,43.36,14.46,40.27,6.36,-0.1983,16.31,33,239,[33],[6.36],[16.31],False,[6.0],new,0,
WM,WM,226.6,7.31,224.14,12.3,-0.2075,14.97,32,240,[32],[12.3],[14.97],False,[5.8],new,0,
O,O,61.89,6.39,60.51,13.13,-0.2113,14.42,32,241,[32],[13.13],[14.42],False,[5.8],new,0,
MSI,MSI,461.98,4.71,422.16,9.4,-0.2121,14.31,32,242,[32],[9.4],[14.31],False,[5.8],new,0,
FRT,FRT,117.13,7.87,110.67,11.02,-0.213,14.18,32,243,[32],[11.02],[14.18],False,[5.8],new,0,
LMT,LMT,603.16,10.28,537.63,8.31,-0.2131,14.16,31,244,[31],[8.31],[14.16],False,[5.7],new,0,
HUM,HUM,385.7,5.79,292.26,4.67,-0.2153,13.84,31,245,[31],[4.67],[13.84],False,[5.7],new,0,
AIG,AIG,77.61,9.24,77.01,8.88,-0.2188,13.33,31,246,"[20, 22, 31, 33, 31]","[2.32, 3.47, 8.81, 8.88, 8.88]","[3.57, 5.3, 13.21, 13.33, 13.33]",False,"[4.4, 4.6, 5.7, 6.0, 5.7]",down,-219,-219.0
MTCH,MTCH,36.73,10.94,34.7,5.89,-0.2191,13.28,31,247,[31],[5.89],[13.28],False,[5.7],new,0,
LIN,LIN,492.46,9.91,486.53,11.14,-0.2203,13.11,30,248,[30],[11.14],[13.11],False,[5.6],new,0,
ODFL,ODFL,212.55,14.55,199.09,5.21,-0.2218,12.89,30,249,[30],[5.21],[12.89],False,[5.6],new,0,
VRTX,VRTX,523.91,1.07,457.81,6.28,-0.2225,12.79,30,250,[30],[6.28],[12.79],False,[5.6],new,0,
UBER,UBER,78.03,22.05,76.48,5.26,-0.2234,12.66,29,251,[29],[5.26],[12.66],False,[5.5],new,0,
HAL,HAL,33.64,21.4,33.54,5.21,-0.2236,12.64,29,252,[29],[5.21],[12.64],False,[5.5],new,0,
MCHP,MCHP,81.39,20.76,78.02,3.62,-0.2249,12.45,29,253,[29],[3.62],[12.45],False,[5.5],new,0,
BBY,BBY,82.43,8.58,71.35,4.8,-0.2259,12.29,29,254,[29],[4.8],[12.29],False,[5.5],new,0,
PSA,PSA,325.71,1.44,298.89,8.29,-0.2275,12.07,28,255,[28],[8.29],[12.07],False,[5.4],new,0,
BXP,BXP,67.9,10.14,63.44,6.15,-0.2317,11.45,28,256,[28],[6.15],[11.45],False,[5.4],new,0,
A,A,148.72,4.83,128.43,5.72,-0.2321,11.41,28,257,"[53, 58, 28, 31, 28]","[12.49, 14.01, 5.49, 5.72, 5.72]","[25.83, 29.09, 10.93, 11.41, 11.41]",False,"[8.4, 9.0, 5.4, 5.7, 5.4]",down,-229,-229.0
ADP,ADP,273.67,8.98,239.42,7.37,-0.2362,10.8,27,258,"[9, 8, 26, 28, 27]","[-4.03, -4.8, 7.07, 7.37, 7.37]","[-6.81, -8.12, 10.36, 10.8, 10.8]",False,"[3.1, 3.0, 5.1, 5.4, 5.2]",down,-229,-229.0
AON,AON,356.97,6.16,339.73,6.77,-0.2421,9.94,27,259,"[14, 14, 23, 26, 27]","[-0.2, -0.86, 6.66, 6.77, 6.77]","[-0.32, -1.36, 9.79, 9.94, 9.94]",False,"[3.7, 3.7, 4.8, 5.1, 5.2]",down,-229,-229.0
DOC,DOC,20.9,8.41,18.73,5.65,-0.2455,9.46,27,260,[27],[5.65],[9.46],False,[5.2],new,0,
FSLR,FSLR,239.33,24.8,225.57,2.46,-0.2475,9.17,27,261,[27],[2.46],[9.17],False,[5.2],new,0,
DG,DG,122.42,20.87,118.37,3.38,-0.2483,9.05,26,262,[26],[3.38],[9.05],False,[5.1],new,0,
SJM,SJM,118.07,6.55,106.12,4.9,-0.249,8.94,26,263,[26],[4.9],[8.94],False,[5.1],new,0,
PFE,PFE,27.05,2.01,24.85,5.9,-0.2494,8.89,26,264,[26],[5.9],[8.89],False,[5.1],new,0,
CTAS,CTAS,202.71,9.56,187.59,5.64,-0.2516,8.57,25,265,[25],[5.64],[8.57],False,[5.0],new,0,
SYK,SYK,345.81,11.41,337.0,5.42,-0.2528,8.39,25,266,[25],[5.42],[8.39],False,[5.0],new,0,
PHM,PHM,130.05,8.39,123.72,3.84,-0.2535,8.3,25,267,[25],[3.84],[8.3],False,[5.0],new,0,
ESS,ESS,283.21,5.07,268.11,5.76,-0.2538,8.25,25,268,[25],[5.76],[8.25],False,[5.0],new,0,
SHW,SHW,362.71,2.64,333.05,4.64,-0.2587,7.54,24,269,[24],[4.64],[7.54],False,[4.9],new,0,
ADSK,ADSK,256.07,21.64,245.18,3.41,-0.2632,6.89,24,270,"[2, 3, 21, 23, 24]","[-9.14, -6.69, 3.64, 3.41, 3.41]","[-20.55, -14.99, 7.35, 6.89, 6.89]",True,"[2.2, 2.4, 4.5, 4.8, 4.9]",down,-239,-239.0
MAS,MAS,74.72,9.73,70.52,3.29,-0.2639,6.78,24,271,[24],[3.29],[6.78],False,[4.9],new,0,
NWSA,NWSA,28.49,7.8,26.43,4.34,-0.2646,6.69,23,272,[23],[4.34],[6.69],False,[4.8],new,0,
HD,HD,350.78,15.43,343.49,4.44,-0.2649,6.65,23,273,[23],[4.44],[6.65],False,[4.8],new,0,
GPC,GPC,134.54,8.05,116.84,2.91,-0.2688,6.07,23,274,[23],[2.91],[6.07],False,[4.8],new,0,
EG,EG,369.9,7.22,344.79,3.85,-0.2691,6.04,23,275,[23],[3.85],[6.04],False,[4.8],new,0,
DVN,DVN,45.36,12.27,42.14,2.5,-0.2695,5.97,22,276,[22],[2.5],[5.97],False,[4.6],new,0,
MCO,MCO,478.14,10.99,469.24,3.21,-0.273,5.46,22,277,[22],[3.21],[5.46],False,[4.6],new,0,
ACGL,ACGL,98.25,7.73,95.61,3.58,-0.273,5.46,22,278,"[30, 29, 15, 21, 22]","[7.88, 8.04, 3.21, 3.58, 3.58]","[10.62, 10.83, 4.9, 5.46, 5.46]",False,"[5.6, 5.5, 3.8, 4.5, 4.6]",down,-246,-246.0
TXT,TXT,89.2,11.44,89.02,3.06,-0.2738,5.35,21,279,[21],[3.06],[5.35],False,[4.5],new,0,
PAYX,PAYX,121.18,10.39,105.38,3.16,-0.2753,5.13,21,280,[21],[3.16],[5.13],False,[4.5],new,0,
ABT,ABT,108.62,18.66,104.09,3.32,-0.2757,5.07,21,281,"[3, 3, 18, 18, 21]","[-9.33, -9.84, 3.48, 3.32, 3.32]","[-15.64, -16.48, 5.31, 5.07, 5.07]",False,"[2.4, 2.4, 4.2, 4.2, 4.5]",down,-248,-248.0
CHD,CHD,103.3,1.54,95.45,3.65,-0.2762,5.0,21,282,[21],[3.65],[5.0],False,[4.5],new,0,
EL,EL,87.19,26.59,86.57,1.58,-0.2768,4.91,20,283,[20],[1.58],[4.91],False,[4.4],new,0,
FANG,FANG,198.97,6.38,178.38,2.0,-0.2791,4.58,20,284,[20],[2.0],[4.58],False,[4.4],new,0,
IQV,IQV,241.99,2.25,193.99,1.82,-0.2793,4.55,20,285,[20],[1.82],[4.55],False,[4.4],new,0,
PGR,PGR,213.95,9.83,211.75,2.7,-0.2813,4.26,19,286,[19],[2.7],[4.26],False,[4.3],new,0,
STE,STE,238.91,10.58,226.52,2.63,-0.2832,3.98,19,287,[19],[2.63],[3.98],False,[4.3],new,0,
BALL,BALL,62.58,7.03,58.43,2.27,-0.2848,3.76,19,288,[19],[2.27],[3.76],False,[4.3],new,0,
MTD,MTD,1427.53,5.21,1285.75,1.71,-0.286,3.58,19,289,[19],[1.71],[3.58],False,[4.3],new,0,
OXY,OXY,58.65,11.05,52.01,1.57,-0.2866,3.49,18,290,[18],[1.57],[3.49],False,[4.2],new,0,
BIIB,BIIB,207.13,4.39,185.31,1.48,-0.2898,3.03,18,291,[18],[1.48],[3.03],False,[4.2],new,0,
PPG,PPG,115.48,10.59,110.76,1.36,-0.2933,2.53,18,292,[18],[1.36],[2.53],False,[4.2],new,0,
BDX,BDX,179.63,1.8,154.47,1.11,-0.2973,1.94,18,293,[18],[1.11],[1.94],False,[4.2],new,0,
TECH,TECH,72.12,0.24,60.31,0.56,-0.2998,1.58,17,294,[17],[0.56],[1.58],False,[4.0],new,0,
IP,IP,41.34,13.85,38.61,0.36,-0.3044,0.91,17,295,[17],[0.36],[0.91],False,[4.0],new,0,
EQR,EQR,65.83,6.16,64.04,0.64,-0.3047,0.87,17,296,[17],[0.64],[0.87],False,[4.0],new,0,
TMO,TMO,599.69,6.03,515.64,0.42,-0.3052,0.8,16,297,[16],[0.42],[0.8],False,[3.9],new,0,
AWK,AWK,135.45,5.45,131.2,-0.13,-0.312,-0.19,16,298,"[11, 11, 13, 15, 16]","[-1.77, -2.74, -0.65, -0.13, -0.13]","[-2.49, -3.84, -0.94, -0.19, -0.19]",False,"[3.3, 3.3, 3.6, 3.8, 3.9]",down,-264,-264.0
RVTY,RVTY,116.02,1.33,100.92,-0.48,-0.3184,-1.13,16,299,[16],[-0.48],[-1.13],False,[3.9],new,0,
IR,IR,86.63,12.24,81.51,-0.81,-0.3221,-1.66,15,300,[15],[-0.81],[-1.66],False,[3.8],new,0,
CPT,CPT,109.08,7.23,107.19,-1.26,-0.3221,-1.65,15,301,[15],[-1.26],[-1.65],False,[3.8],new,0,
UDR,UDR,37.66,8.35,37.35,-1.29,-0.3227,-1.75,15,302,[15],[-1.29],[-1.75],False,[3.8],new,0,
AES,AES,14.73,12.67,14.05,-0.74,-0.3243,-1.98,15,303,"[44, 45, 10, 13, 15]","[9.42, 9.49, -0.75, -0.74, -0.74]","[20.19, 20.34, -2.02, -1.98, -1.98]",False,"[7.3, 7.4, 3.2, 3.6, 3.8]",down,-268,-268.0
JKHY,JKHY,155.08,18.82,154.13,-1.3,-0.3245,-2.0,14,304,[14],[-1.3],[-2.0],False,[3.7],new,0,
KVUE,KVUE,19.03,9.14,18.15,-1.12,-0.3246,-2.02,14,305,[14],[-1.12],[-2.02],False,[3.7],new,0,
EXR,EXR,146.66,4.05,141.41,-1.6,-0.3279,-2.5,14,306,[14],[-1.6],[-2.5],False,[3.7],new,0,
AMCR,AMCR,47.11,4.07,42.07,-1.56,-0.3301,-2.82,14,307,"[17, 17, 8, 10, 14]","[1.44, 1.09, -1.72, -1.56, -1.56]","[3.02, 2.27, -3.11, -2.82, -2.82]",False,"[4.0, 4.0, 3.0, 3.2, 3.7]",down,-271,-271.0
OMC,OMC,84.65,1.82,76.6,-1.59,-0.3333,-3.29,13,308,[13],[-1.59],[-3.29],False,[3.6],new,0,
CL,CL,93.15,4.92,87.49,-2.65,-0.3356,-3.61,13,309,[13],[-2.65],[-3.61],False,[3.6],new,0,
HPQ,HPQ,29.8,0.83,23.24,-1.46,-0.3359,-3.65,13,310,[13],[-1.46],[-3.65],False,[3.6],new,0,
PCG,PCG,17.04,10.32,16.75,-2.91,-0.3456,-5.06,12,311,[12],[-2.91],[-5.06],False,[3.4],new,0,
UPS,UPS,104.72,11.04,102.91,-2.73,-0.3469,-5.25,12,312,[12],[-2.73],[-5.25],False,[3.4],new,0,
MAA,MAA,132.34,5.85,131.82,-4.23,-0.3472,-5.3,12,313,[12],[-4.23],[-5.3],False,[3.4],new,0,
MDLZ,MDLZ,61.53,5.32,59.5,-3.87,-0.3484,-5.47,12,314,[12],[-3.87],[-5.47],False,[3.4],new,0,
AVB,AVB,183.84,5.96,181.95,-4.25,-0.3501,-5.72,11,315,[11],[-4.25],[-5.72],False,[3.3],new,0,
MHK,MHK,135.65,2.93,113.36,-2.45,-0.3519,-5.98,11,316,[11],[-2.45],[-5.98],False,[3.3],new,0,
PYPL,PYPL,59.07,21.74,52.57,-2.45,-0.3528,-6.11,11,317,[11],[-2.45],[-6.11],False,[3.3],new,0,
LW,LW,51.81,19.76,47.28,-2.3,-0.353,-6.15,10,318,[10],[-2.3],[-6.15],False,[3.2],new,0,
ZBH,ZBH,97.78,8.26,91.4,-3.63,-0.3576,-6.8,10,319,[10],[-3.63],[-6.8],False,[3.2],new,0,
IFF,IFF,85.09,3.38,74.16,-3.57,-0.3608,-7.27,10,320,[10],[-3.57],[-7.27],False,[3.2],new,0,
VLTO,VLTO,97.11,11.05,93.02,-5.77,-0.3654,-7.94,10,321,[10],[-5.77],[-7.94],False,[3.2],new,0,
INVH,INVH,29.89,2.29,28.3,-6.28,-0.3684,-8.38,9,322,[9],[-6.28],[-8.38],False,[3.1],new,0,
AJG,AJG,252.43,17.96,240.24,-5.1,-0.3702,-8.63,9,323,"[5, 4, 5, 8, 9]","[-5.86, -7.13, -5.39, -5.1, -5.1]","[-11.07, -13.48, -9.12, -8.63, -8.63]",False,"[2.6, 2.5, 2.6, 3.0, 3.1]",down,-286,-286.0
EIX,EIX,67.83,15.61,67.53,-4.65,-0.3702,-8.63,9,324,[9],[-4.65],[-8.63],False,[3.1],new,0,
AVY,AVY,178.35,8.64,168.6,-6.9,-0.3827,-10.45,8,325,[8],[-6.9],[-10.45],False,[3.0],new,0,
WY,WY,25.29,5.06,24.3,-6.27,-0.3842,-10.67,8,326,[8],[-6.27],[-10.67],False,[3.0],new,0,
GEHC,GEHC,72.94,17.14,70.42,-5.05,-0.3874,-11.13,8,327,[8],[-5.05],[-11.13],False,[3.0],new,0,
CNC,CNC,66.57,3.13,52.14,-3.66,-0.3936,-12.03,8,328,[8],[-3.66],[-12.03],False,[3.0],new,0,
GPN,GPN,86.13,3.05,75.93,-4.81,-0.3948,-12.21,7,329,[7],[-4.81],[-12.21],False,[2.8],new,0,
WDAY,WDAY,184.19,25.64,161.25,-4.56,-0.397,-12.53,7,330,[7],[-4.56],[-12.53],False,[2.8],new,0,
HRL,HRL,24.7,11.12,23.69,-8.14,-0.4044,-13.59,7,331,[7],[-8.14],[-13.59],False,[2.8],new,0,
KMB,KMB,108.02,16.78,105.52,-10.23,-0.4149,-15.12,6,332,[6],[-10.23],[-15.12],False,[2.7],new,0,
CZR,CZR,30.07,1.12,27.45,-5.06,-0.4156,-15.22,6,333,[6],[-5.06],[-15.22],False,[2.7],new,0,
EMN,EMN,73.42,7.64,70.32,-6.88,-0.4175,-15.5,6,334,[6],[-6.88],[-15.5],False,[2.7],new,0,
COO,COO,76.32,9.49,72.03,-7.95,-0.4217,-16.1,6,335,[6],[-7.95],[-16.1],False,[2.7],new,0,
ALGN,ALGN,176.04,10.87,171.51,-5.88,-0.4318,-17.57,5,336,"[52, 3, 5, 5]","[10.01, -5.95, -5.88, -5.88]","[25.14, -17.77, -17.57, -17.57]",False,"[8.2, 2.4, 2.6, 2.6]",down,-298,-298.0
CLX,CLX,107.7,14.24,103.88,-10.95,-0.4347,-17.99,5,337,[5],[-10.95],[-17.99],False,[2.6],new,0,
KHC,KHC,24.93,9.74,24.06,-11.24,-0.4348,-18.01,5,338,[5],[-11.24],[-18.01],False,[2.6],new,0,
KMX,KMX,58.78,5.45,49.16,-6.76,-0.4493,-20.1,5,339,[5],[-6.76],[-20.1],False,[2.6],new,0,
DHR,DHR,209.37,13.14,197.12,-10.67,-0.453,-20.65,4,340,[4],[-10.67],[-20.65],False,[2.5],new,0,
ROP,ROP,403.89,24.62,387.01,-13.57,-0.4568,-21.19,4,341,[4],[-13.57],[-21.19],False,[2.5],new,0,
ELV,ELV,397.7,6.82,363.43,-9.6,-0.4593,-21.56,4,342,[4],[-9.6],[-21.56],False,[2.5],new,0,
BAX,BAX,27.78,2.01,21.41,-8.47,-0.4648,-22.36,3,343,[3],[-8.47],[-22.36],False,[2.4],new,0,
LYB,LYB,62.65,23.15,60.45,-9.5,-0.4778,-24.25,3,344,[3],[-9.5],[-24.25],False,[2.4],new,0,
UNH,UNH,408.74,6.33,366.05,-9.17,-0.4786,-24.36,3,345,[3],[-9.17],[-24.36],False,[2.4],new,0,
MRNA,MRNA,59.81,26.88,49.14,-6.16,-0.4928,-26.42,3,346,[3],[-6.16],[-26.42],False,[2.4],new,0,
FDS,FDS,284.12,25.45,262.01,-11.59,-0.4936,-26.54,2,347,[2],[-11.59],[-26.54],False,[2.2],new,0,
REGN,REGN,808.05,0.25,692.85,-11.95,-0.4991,-27.33,2,348,[2],[-11.95],[-27.33],False,[2.2],new,0,
SWKS,SWKS,68.79,17.54,65.34,-9.08,-0.5006,-27.55,2,349,[2],[-9.08],[-27.55],False,[2.2],new,0,
MKTX,MKTX,162.5,15.6,154.26,-13.11,-0.5079,-28.61,1,350,[1],[-13.11],[-28.61],False,[2.1],new,0,
CDW,CDW,136.43,18.87,136.0,-13.86,-0.5421,-33.58,1,351,[1],[-13.86],[-33.58],False,[2.1],new,0,
MOH,MOH,198.84,18.13,191.92,-12.32,-0.5941,-41.11,1,352,[1],[-12.32],[-41.11],False,[2.1],new,0,
ADBE,ADBE,272.96,25.72,272.64,-21.22,-0.6456,-48.59,1,353,"[3, 1]","[-21.22, -21.22]","[-48.59, -48.59]",False,"[2.4, 2.1]",down,-314,-314.0
IT,IT,193.17,26.85,191.22,-20.24,-0.72,-59.38,0,354,[0],[-20.24],[-59.38],False,[2.0],new,0,
