symbol,sector,price,rs_raw,roc_3m,roc_6m,rs_percentile,rs_h,rs_up,rank,rank_diff,rank_status
UNITDSPR,Fast Moving Consumer Goods,1508.8,0.1957085251200561,14.7,15.93,50,"[34, 39, 46, 48, 50]",True,134,9,up
3MINDIA,Diversified,35090.0,0.17836545040676843,6.9,6.85,49,"[59, 55, 52, 49, 49]",False,135,5,up
TRAVELFOOD,Consumer Services,1288.3,0.17999224666494085,2.26,23.44,49,"[50, 43, 44, 48, 49]",False,136,5,up
IKS,Information Technology,1819.6,0.17982729674016218,9.97,11.47,49,"[56, 50, 42, 50, 49]",False,137,0,stable
CARBORUNIV,Capital Goods,1061.5,0.16970867488611519,11.53,29.52,48,"[46, 43, 40, 50, 48]",False,138,-2,down
GRASIM,Construction Materials,3116.2,0.17497555130098807,11.51,9.1,48,"[54, 52, 48, 48, 48]",False,139,3,up
PVRINOX,Media Entertainment & Publication,1118.15,0.17066668225480752,4.61,17.15,48,"[36, 49, 48]",False,140,-1,down
PIDILITIND,Chemicals,1619.6,0.16147477614603956,18.58,12.72,47,"[42, 44, 41, 45, 47]",False,141,8,up
DIVISLAB,Healthcare,7425.0,0.16056610032142404,14.66,24.02,47,"[46, 48, 44, 46, 47]",False,142,4,up
WOCKPHARMA,Healthcare,1890.1,0.15130251514656767,35.43,40.15,46,"[45, 42, 40, 42, 46]",False,143,16,up
OBEROIRLTY,Realty,1829.5,0.15796746398126027,9.83,26.13,46,"[33, 30, 35, 46, 46]",False,144,4,up
ALKEM,Healthcare,5651.5,0.15874992129314758,4.66,-0.99,46,"[52, 49, 49, 44, 46]",False,145,8,up
KPIL,Construction,1265.5,0.14745640513410163,2.03,16.59,45,"[51, 47, 43, 49, 45]",False,146,-8,down
FORTIS,Healthcare,945.45,0.14659000141624356,2.55,12.88,45,"[59, 53, 47, 43, 45]",False,147,9,up
ZYDUSLIFE,Healthcare,1099.2,0.1507077485202848,23.35,23.15,45,"[57, 56, 52, 46, 45]",False,148,-1,down
SAREGAMA,Media Entertainment & Publication,524.25,0.1452605205562456,52.46,62.48,44,"[32, 26, 30, 41, 44]",False,149,11,up
BIOCON,Healthcare,432.45,0.1456605571920957,20.39,18.54,44,"[48, 48, 42, 45, 44]",False,150,1,up
AARTIIND,Chemicals,476.75,0.1437499598107237,-6.06,36.16,43,"[50, 53, 43, 47, 43]",False,151,-7,down
EXIDEIND,Automobile and Auto Components,423.4,0.14157865431341032,17.99,31.61,43,"[51, 50, 49, 44, 43]",False,152,0,stable
THELEELA,Consumer Services,475.6,0.1413473507720009,11.06,16.55,43,"[39, 42, 37, 43, 43]",False,153,2,up
FINCABLES,Capital Goods,973.1,0.13365805313505175,-1.76,36.81,42,"[47, 45, 42, 47, 42]",False,154,-9,down
TBOTEK,Consumer Services,1508.6,0.1301539672511296,20.17,7.24,42,"[38, 32, 26, 42, 42]",False,155,2,up
POONAWALLA,Financial Services,465.85,0.1356345248442139,11.66,15.2,42,"[29, 35, 38, 42, 42]",False,156,2,up
UNOMINDA,Automobile and Auto Components,1163.9,0.12343736929117699,4.78,1.88,41,"[40, 41]",True,157,6,up
DELHIVERY,Services,472.2,0.12926605057358675,1.1,17.95,41,"[49, 40, 36, 41, 41]",False,158,4,up
DEEPAKFERT,Chemicals,1647.4,0.11947182436259962,30.2,42.45,40,"[28, 28, 24, 38, 40]",False,159,9,up
BOSCHLTD,Automobile and Auto Components,41310.0,0.12326961999410968,14.77,17.14,40,"[43, 46, 46, 40, 40]",False,160,4,up
LODHA,Realty,1301.4,0.11336276081134122,44.94,43.45,40,"[5, 3, 8, 23, 40]",False,161,50,up
TORNTPOWER,Power,1431.8,0.11279529769603869,-17.24,10.84,39,"[40, 41, 38, 39, 39]",False,162,3,up
ANANTRAJ,Realty,609.95,0.11138195328459632,25.27,24.44,39,"[36, 41, 34, 41, 39]",False,163,-2,down
PNB,Financial Services,111.65,0.10409325223544297,5.06,-6.55,38,"[31, 34, 32, 37, 38]",False,164,7,up
CHOICEIN,Financial Services,796.55,0.10927566356793328,20.06,4.8,38,"[41, 38, 35, 39, 38]",False,165,2,up
SHYAMMETL,Capital Goods,1027.0,0.10490425454521213,17.74,28.73,38,"[54, 44, 40, 39, 38]",False,166,0,stable
TATATECH,Information Technology,738.6,0.10060120801498029,29.0,15.13,37,"[34, 29, 28, 30, 37]",False,167,24,up
PFC,Financial Services,419.9,0.10342990457142553,-6.36,18.18,37,"[32, 32, 29, 38, 37]",False,168,1,up
ENDURANCE,Automobile and Auto Components,2707.1,0.09225542895216576,16.15,15.98,37,"[37, 37, 27, 37, 37]",False,169,4,up
360ONE,Financial Services,1128.3,0.0896201143178239,9.05,1.9,36,"[16, 21, 26, 35, 36]",True,170,8,up
PERSISTENT,Information Technology,5428.4,0.0897981753267012,13.48,-12.37,36,"[29, 36]",True,171,23,up
GRSE,Capital Goods,2610.7,0.08190375139642914,-10.92,9.65,35,"[36, 35]",False,172,2,up
PNBHOUSING,Financial Services,1069.4,0.08871404946181927,2.27,29.56,35,"[30, 27, 29, 36, 35]",False,173,2,up
ENRIN,Capital Goods,3180.9,0.08413946200844147,-2.99,45.88,35,"[47, 45, 39, 38, 35]",False,174,-4,down
ENGINERSIN,Construction,222.59,0.07973902888204254,-11.65,36.26,34,"[27, 18, 23, 37, 34]",False,175,-3,down
JSWENERGY,Power,544.25,0.0781741181390434,-2.68,24.1,34,"[41, 39, 34, 35, 34]",False,176,1,up
MSUMI,Automobile and Auto Components,41.52,0.08098468695597139,3.9,-0.3,34,"[35, 34]",False,177,-1,down
NH,Healthcare,2072.8,0.07387390085581735,17.59,20.37,33,"[36, 26, 25, 30, 33]",False,178,12,up
PRESTIGE,Realty,1682.3,0.07344730023710433,18.94,20.85,33,"[19, 16, 16, 26, 33]",False,179,23,up
CAMS,Financial Services,800.3,0.07259371360097999,8.92,15.87,32,"[15, 15, 13, 27, 32]",False,180,18,up
NIVABUPA,Financial Services,86.58,0.07194310503551926,10.55,12.44,32,"[22, 19, 27, 32, 32]",False,181,4,up
JSWINFRA,Services,318.2,0.07238177738259455,17.35,22.61,32,"[44, 35, 28, 34, 32]",False,182,-2,down
BALRAMCHIN,Fast Moving Consumer Goods,605.25,0.06867862509443645,16.16,49.46,31,"[30, 32, 32, 33, 31]",False,183,-1,down
ANTHEM,Healthcare,783.9,0.0679274256385658,3.4,32.67,31,"[44, 40, 31, 32, 31]",False,184,2,up
KAJARIACER,Consumer Durables,1209.1,0.06971643348623036,1.81,34.14,31,"[26, 27, 34, 33, 31]",False,185,-2,down
