symbol,,,,,,,,,,,
GMRP&UI,,,,,,,,,,,
3MINDIA,,,,,,,,,,,
INDUSTOWER,,,,,,,,,,,
CMNL,,,,,,,,,,,
AIMTRON,,,,,,,,,,,
GARUDA,,,,,,,,,,,
SPLIL,,,,,,,,,,,
ANDHRSUGAR,,,,,,,,,,,
SHRIRAMPPS,,,,,,,,,,,
SHEMAROO,,,,,,,,,,,
POWERINDIA,,,,,,,,,,,
SCHAEFFLER,,,,,,,,,,,
TVSMOTOR,,,,,,,,,,,
THANGAMAYL,,,,,,,,,,,
KMEW,,,,,,,,,,,
IKS,,,,,,,,,,,
SJS,,,,,,,,,,,
TBOTEK,,,,,,,,,,,
LGBBROSLTD,,,,,,,,,,,
KPIL,,,,,,,,,,,
TATVA,,,,,,,,,,,
RRKABEL,,,,,,,,,,,
IMFA,,,,,,,,,,,
SHARDAMOTR,,,,,,,,,,,
RPEL,,,,,,,,,,,
SUPRIYA,,,,,,,,,,,
SIYSIL,,,,,,,,,,,
CREATIVE,,,,,,,,,,,
DREDGECORP,,,,,,,,,,,
BANCOINDIA,,,,,,,,,,,
REPCOHOME,,,,,,,,,,,
JKTYRE,,,,,,,,,,,
CUB,,,,,,,,,,,
MRPL,,,,,,,,,,,
BLSE,,,,,,,,,,,
EFFWA,,,,,,,,,,,
LORDSCHLO,,,,,,,,,,,
RBZJEWEL,,,,,,,,,,,
ASIANTILES,,,,,,,,,,,
ORICONENT,,,,,,,,,,,
EXXARO,,,,,,,,,,,
LANCORHOL,,,,,,,,,,,
YAARI,,,,,,,,,,,
KTKBANK,,,,,,,,,,,
SBFC,,,,,,,,,,,
CHOLAHLDNG,,,,,,,,,,,
BBOX,,,,,,,,,,,
NOCIL,,,,,,,,,,,
IDEA,,,,,,,,,,,
NAVINFLUOR,,,,,,,,,,,
GVT&D,,,,,,,,,,,
INTELLECT,,,,,,,,,,,
IFBAGRO,,,,,,,,,,,
SHRIRAMFIN,,,,,,,,,,,
STAR,,,,,,,,,,,
STOVEKRAFT,,,,,,,,,,,
HLEGLAS,,,,,,,,,,,
LATENTVIEW,,,,,,,,,,,
TDPOWERSYS,,,,,,,,,,,
SEQUENT,,,,,,,,,,,
ASHOKA,,,,,,,,,,,
SOUTHWEST,,,,,,,,,,,
BANKBARODA,,,,,,,,,,,
GLOBALPET,,,,,,,,,,,
RAJRATAN,,,,,,,,,,,
VINCOFE,,,,,,,,,,,
SKMEGGPROD,,,,,,,,,,,
INDOBORAX,,,,,,,,,,,
ATAM,,,,,,,,,,,
HARDWYN,,,,,,,,,,,
INDORAMA,,,,,,,,,,,
MUFIN,,,,,,,,,,,
GLOBAL,,,,,,,,,,,
TNPETRO,,,,,,,,,,,
KONTOR,,,,,,,,,,,
BANDHANBNK,,,,,,,,,,,
KHAICHEM,,,,,,,,,,,
ICRA,,,,,,,,,,,
BIRLACABLE,,,,,,,,,,,
APARINDS,,,,,,,,,,,
IFBIND,,,,,,,,,,,
HIRECT,,,,,,,,,,,
GRINDWELL,,,,,,,,,,,
UNITDSPR,,,,,,,,,,,
GROBTEA,,,,,,,,,,,
MOTILALOFS,,,,,,,,,,,
ASALCBR,,,,,,,,,,,
TIRUPATI,,,,,,,,,,,
WELCORP,,,,,,,,,,,
CHENNPETRO,,,,,,,,,,,
BEL,,,,,,,,,,,
IIFL,,,,,,,,,,,
TI,,,,,,,,,,,
REPRO,,,,,,,,,,,
TEMBO,,,,,,,,,,,
CORDSCABLE,,,,,,,,,,,
THOMASCOTT,,,,,,,,,,,
EFACTOR,,,,,,,,,,,
UNIONBANK,,,,,,,,,,,
REMSONSIND,,,,,,,,,,,
MAHLOG,,,,,,,,,,,
IDFCFIRSTB,,,,,,,,,,,
SAGILITY,,,,,,,,,,,
XCHANGING,,,,,,,,,,,
IDBI,,,,,,,,,,,
PASUPTAC,,,,,,,,,,,
SHAH,,,,,,,,,,,
CEREBRAINT,,,,,,,,,,,
